gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1020587379	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346B00058a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-10	10	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346B00058a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.258Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID
1020587378	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346B00213a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-13	13	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346B00213a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.255Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587377	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011420B00078a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9702	78.2303		0.01667					2011-12-17	17	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011420B00078a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.252Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587376	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011430A00901a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9685	78.2145		0.01667					2011-12-19	19	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011430A00901a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.250Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587375	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011262A01067a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9341	78.2912		0.01667					2011-02-25	25	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011262A01067a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.248Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587374	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011380A00316a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9844	78.3078		0.01667					2011-02-20	20	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011380A00316a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.246Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587373	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011485A00418a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9921	78.2737		0.01667					2011-12-25	25	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011485A00418a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.245Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587372	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011420A00093a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9702	78.2303		0.01667					2011-12-18	18	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011420A00093a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.243Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587371	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011450A00114a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9862	78.2892		0.01667					2011-12-18	18	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011450A00114a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.241Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587370	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011411A00087a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9707	78.262		0.01667					2011-12-18	18	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011411A00087a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.239Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587369	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011650B00175a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	30.0636	78.2964		0.01667					2011-12-22	22	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011650B00175a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.237Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587368	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011420A00161a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9702	78.2303		0.01667					2011-12-26	26	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011420A00161a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.236Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587367	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011420A00020a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9702	78.2303		0.01667					2011-12-10	10	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011420A00020a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.234Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID
1020587366	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011650A00217a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	30.0636	78.2964		0.01667					2011-12-24	24	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011650A00217a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.231Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587365	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011335A00336a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN		Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.954	78.2712		0.01667					2011-02-13	13	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011335A00336a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.230Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587364	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011650A00167a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	30.0636	78.2964		0.01667					2011-12-22	22	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011650A00167a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.228Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587363	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011485B00238a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9921	78.2737		0.01667					2011-12-18	18	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011485B00238a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.203Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587362	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011321B00213a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9554	78.2965		0.01667					2011-02-19	19	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011321B00213a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.201Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587361	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011450B00222a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9862	78.2892		0.01667					2011-02-20	20	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011450B00222a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.199Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587360	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011411A00123a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9707	78.262		0.01667					2011-12-20	20	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011411A00123a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.197Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587359	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346A00415a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-16	16	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346A00415a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.195Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587358	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346A00526a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-19	19	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346A00526a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.193Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587357	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011321B00083a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9554	78.2965		0.01667					2011-02-09	9	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011321B00083a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.191Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID
1020587356	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011485A00247a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9921	78.2737		0.01667					2011-12-18	18	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011485A00247a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.189Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587355	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011325B00027a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9642	78.2861		0.01667					2011-12-12	12	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011325B00027a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.186Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587354	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346A00209a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-13	13	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346A00209a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.183Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587353	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346C00014a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-10	10	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346C00014a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.181Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID
1020587352	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011180B00466a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.8989	78.2766		0.01667					2011-12-15	15	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011180B00466a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.179Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587351	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011411A00135a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9707	78.262		0.01667					2011-12-20	20	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011411A00135a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.176Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587350	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346B00617a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-22	22	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346B00617a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.111Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587349	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011321B00109a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9554	78.2965		0.01667					2011-12-23	23	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011321B00109a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.109Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587348	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011380A00037a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9844	78.3078		0.01667					2011-12-12	12	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011380A00037a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.107Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587347	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346A00621a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-22	22	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346A00621a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.105Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587346	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011450A00215a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9862	78.2892		0.01667					2011-02-20	20	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011450A00215a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.104Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587345	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011321A00275a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9554	78.2965		0.01667					2011-02-24	24	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011321A00275a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.101Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587344	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011335A00435a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.954	78.2712		0.01667					2011-02-17	17	2	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011335A00435a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.099Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587343	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011274B00315a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9447	78.271		0.01667					2011-12-20	20	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011274B00315a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.098Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587342	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011321B00032a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9554	78.2965		0.01667					2011-12-12	12	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011321B00032a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.096Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
1020587341	e61455a4-352d-4c55-83ea-dbca254e3b29	CTP050612011346A00890a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris (Linnaeus, 1758)	Panthera tigris tigris (Linnaeus, 1758)		IN	Dehradun	Uttarakhand	PRESENT		4a19e429-8f13-478e-86d7-93adb7534524	29.9592	78.2563		0.01667					2011-12-26	26	12	2011	5K5M9	4CGXS	MACHINE_OBSERVATION	WII		CTP050612011346A00890a		Abishek Harihar		CC_BY_NC_4_0					2026-08-12T22:41:01.094Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;IDENTIFIED_DATE_INVALID
